family_id,earliest_publication_date,distinct_publication_numbers,distinct_country_codes,distinct_cpc_codes,distinct_ipc_codes,citing_families,cited_families
52385950,2015-01-28,CN-204129611-U,CN,"",G06F1/18,"",""
52387027,2015-01-28,CN-204130703-U,CN,"",H01Q3/02,"",""
52387940,2015-01-28,CN-204131626-U,CN,"",H04N7/15,"",""
52390179,2015-01-29,WO-2015012596-A1,WO,"H04N21/21805,H04N21/2187,H04N21/23,H04N21/23418,H04N21/4722,H04N21/60","H04N21/23,H04N21/60","",""
52392456,2015-01-22,AU-2014280990-A1,AU,"","C07D241/46,C07D265/38,C07D311/82,C07D311/90,C07D335/12,C07D491/22","",""
52393519,2015-01-29,WO-2015012536-A1,WO,"G06Q30/0238,G06Q30/06",G06Q30/06,"",""
52394001,2015-01-29,CA-2918798-A1,CA,"G16H10/60,G16H20/10",G06Q50/22,"",""
52394717,2015-01-19,CA-156550-S,CA,"","","",""
52435245,2015-01-22,JP-2015012948-A,JP,"","A61B5/08,A61B5/11,A61B5/16","",""
52437511,2015-01-28,JP-5660242-B1,JP,"H04B17/309,H04W4/60,H04W48/16,H04W76/10,H04W8/005,H04W84/12,H04W92/08,H04W92/18","H04W4/60,H04W76/02,H04W8/26,H04W92/18","",""
52438216,2015-01-29,JP-2015016766-A,JP,"","B60C13/00,B60C15/06","",""
52439827,2015-01-29,JP-2015019192-A,JP,"","G06T5/20,H04N1/387","",""
52456287,2015-01-26,KR-101479544-B1,KR,"F21V19/001,F21V19/02,F21V23/001,F21V23/06,F21V31/005","F21V17/00,F21V23/00","",""
52474221,2015-01-02,KR-20150000004-A,KR,"G06Q30/0273,G06Q50/10",G06Q30/02,"",""
52474509,2015-01-02,KR-20150000359-A,KR,H04N9/73,"H04N9/64,H04N9/73","",""
52475376,2015-01-05,KR-20150000029-U,KR,"A45D24/04,A46B2200/104,A46B3/00,A46B9/023","A45D24/04,A46B3/00","",""
52475520,2015-01-07,KR-20150001987-A,KR,"B60L2200/26,B60L3/003,B60L3/0092,B60Y2200/30,Y02T10/72",B60L3/00,"",""
52476200,2015-01-26,KR-101485809-B1,KR,"A61H2003/043,A61H2201/1207,A61H2201/5007,A61H2205/10,A61H3/04","A61G5/14,A61H3/04","",""
52481930,2015-01-28,KR-20150010007-A,KR,"G01N27/30,G01N27/302,G01N27/416,G01N27/4166,G01N27/447",G01N27/447,"",""
52482415,2015-01-29,KR-20150010823-A,KR,"B23K37/047,B23K37/06,B23K9/02,B23K9/32","B23K37/047,B23K37/06,B23K9/02","",""
52482626,2015-01-30,KR-20150011172-A,KR,"B08B1/32,B08B7/0028,H01L21/67028",H01L21/02,"",""
52482748,2015-01-27,KR-20150000410-U,KR,"B23K37/006,B23K5/22,B23K9/321,B23Q3/15,B25B11/002","B23K37/00,B23K5/22,B23K9/32","",""
52569637,2015-01-16,KR-20150006165-A,KR,"H04W52/0209,H04W88/06,H04W88/08,Y02D30/70","H04W52/02,H04W88/02,H04W88/08","",""
52569750,2015-01-16,KR-20150006313-A,KR,"A44C5/0007,A44C5/04,A45B27/00","A44C5/00,A45B27/00","",""
52570136,2015-01-20,KR-20150007043-A,KR,"G02C2200/08,G02C5/14,G02C5/22","G02C5/14,G02C5/22","",""
52570221,2015-01-20,KR-20150007156-A,KR,"B65D90/06,F17C2203/0333,F17C2203/0341,F17C2203/035,F17C2203/0678,F17C2221/033,F17C2260/011,F17C2270/0134,F17C3/022,F17C3/04","B65D90/02,E03B11/00,F17C3/00","",""
52572051,2015-01-23,KR-20150008519-A,KR,"C09D11/03,C09D11/033,C09D11/037","C09D11/00,C09D11/10","",""
52572507,2015-01-26,KR-20150009215-A,KR,"C07D209/82,C07D471/04,H10K50/11,H10K50/15,H10K50/17,H10K85/631,H10K85/649,H10K85/657,H10K85/6572","C07D209/82,C07D471/04,C09K11/06,H01L51/50","",""
52685116,2015-01-15,JP-3195410-U,JP,"",A47L9/32,"",""
52685365,2015-01-29,JP-3195688-U,JP,"",A01K1/03,"",""
53280903,2015-01-27,RU-2013132820-A,RU,"",A23L2/00,"",""
53281343,2015-01-27,RU-2013134896-A,RU,"","G01K3/10,G01K7/02","",""
53281724,2015-01-27,RU-2539748-C1,RU,"",C23C26/00,"",""
53288096,2015-01-10,RU-2538532-C1,RU,"",A47G21/12,"",""
53292549,2015-01-27,RU-150049-U1,RU,"",E04C5/16,"",""
53485776,2015-01-26,JP-1516279-S,JP,"","","",""
